date,time_spent,accuracy,stars
2025-09-28,0,88.88888888888889,4
2025-09-28,0,66.66666666666666,3
2025-09-28,0,77.77777777777779,3
2025-09-28,0,33.33333333333333,1
2025-09-28,0,88.88888888888889,4
2025-09-28,6,98.85057471264368,4
2025-09-28,3,60.31746031746032,3
2025-09-28,5,98.85057471264368,4
2025-09-28,6,98.85057471264368,4
2025-09-28,7,50.84745762711864,2
2025-09-28,5,81.08108108108108,4
2025-09-28,7,94.11764705882352,4
